0,48,10
49,129,3
131,146,10
147,155,1
156,158,13
159,164,11
176,191,6
192,199,3
200,210,1
211,213,13
220,231,7
232,238,3
257,264,3
265,271,2
272,280,1
281,285,9
286,308,6
309,323,3
324,331,2
332,352,1
353,358,13
359,380,7
381,390,3
391,406,5
407,419,2
421,435,10
436,449,1
450,458,13
459,460,7
469,469,7
470,472,13
473,481,7
488,499,3
500,510,1
511,524,13
529,542,6
543,554,1
555,555,9
556,571,13
572,574,9
575,603,6
605,620,10
621,630,1
631,643,11
649,655,5
656,662,3
663,664,9
665,665,13
666,666,9
667,670,13
671,689,9
690,700,3
701,711,3
712,729,3
746,776,1
777,786,9
787,788,7
789,793,7
798,802,3
803,808,3
809,824,1
835,839,1
844,854,1
855,872,9
881,895,10
896,913,1
921,930,12
931,944,5
945,956,3
957,961,5
962,986,2
987,991,6
992,995,8
996,1021,5
1047,1062,10
1073,1080,9
1081,1082,7
1084,1090,7
1098,1110,3
1111,1119,1
1120,1138,9
1141,1148,6
1149,1160,1
1161,1165,9
1167,1167,9
1168,1187,7
1188,1201,3
1202,1210,5
1211,1213,2
1224,1234,7
1236,1250,3
1275,1301,1
1302,1330,2
1331,1372,3
1373,1388,1
1389,1392,13
1399,1403,12
1416,1423,3
1407,1410,7
1436,1457,3
1458,1475,1
1476,1476,7
1477,1490,13
1491,1513,4
1515,1530,10
1531,1547,1
1548,1555,9
1556,1559,13
1561,1562,11
1563,1573,1
1574,1575,13
1579,1581,11
1582,1593,12
1594,1604,3
1606,1617,1
1620,1623,11
1626,1644,12
1640,1648,5
1649,1654,3
1665,1670,2
1672,1676,11
1680,1700,12
1737,1744,1
1745,1746,13
1749,1751,11
1755,1755,13
1756,1767,7
1768,1778,1
1779,1781,13
1783,1789,11
1791,1792,13
1793,1800,9
1802,1848,6
1858,1868,3
1870,1879,1
1880,1885,9
1887,1894,6
1902,1919,1
1920,1943,3
1944,1961,3
1962,1969,1
1970,1983,9
1989,2001,6
2002,2020,3
2021,2033,1
2034,2046,9
2046,2047,9
2048,2050,7
2059,2064,3
2070,2077,9
2078,2098,3
2099,2104,5
2105,2129,2
2130,2142,3
2143,2160,1
2161,2177,9
2178,2202,13
2205,2219,10
2220,2249,1
2250,2262,3
2263,2276,1
2277,2280,13
2281,2283,9
2284,2338,3
2339,2356,1
2357,2362,9
2363,2364,7
2364,2389,7
2390,2397,4
2461,2479,3
2488,2488,7
2489,2490,9
2493,2498,6
2500,2505,8
2513,2522,3
2524,2525,7
2526,2532,9
2533,2539,3
2559,2573,3
2589,2592,9
2594,2599,6
2600,2620,8
2621,2635,3
2727,2744,9
2746,2756,6
2772,2800,3
2807,2815,4
2816,2824,3
2841,2863,11
2866,2872,13
2873,2875,9
2880,2885,5
2886,2923,2
2925,2936,11
2945,2957,12
