0,52,10
53,145,3
146,162,10
163,187,1
188,197,9
198,216,7
217,222,3
223,249,1
250,252,6
257,270,8
274,284,5
285,327,3
345,363,5
364,380,10
381,390,1
391,393,9
395,406,6
407,414,8
415,424,3
425,434,1
435,438,9
439,446,11
446,466,12
467,472,3
473,482,1
483,516,9
517,544,3
546,561,10
562,572,1
573,574,9
575,579,6
580,595,8
596,603,3
604,617,8
618,624,3
625,642,8
643,664,5
643,670,3
671,678,1
679,697,9
698,711,6
712,721,3
722,746,1
747,754,9
755,771,6
772,794,2
795,812,3
815,829,10
830,837,1
838,842,9
843,850,6
851,862,8
863,868,3
869,880,1
881,889,9
890,902,6
903,907,8
908,922,3
923,930,1
931,950,9
951,966,6
967,974,3
975,1006,1
1007,1012,2
1013,1031,1
1032,1034,9
1037,1070,12
1072,1090,3
1091,1107,10
1108,1116,1
1117,1119,9
1122,1128,6
1131,1145,8
1146,1157,3
1158,1172,1
1173,1209,9
1210,1221,3
1222,1279,1
1280,1301,3
1302,1305,4
1306,1319,1
1320,1323,9
1326,1351,11
1356,1366,9
1367,1382,3
1393,1407,10
1408,1417,1
1427,1454,12
1455,1491,3
1492,1495,5
1506,1509,2
1510,1527,1
1528,15446,12
1546,1558,5
1559,1572,3
1573,1587,3
1588,1601,4
1602,1617,3
1631,1639,3
1640,1649,9
1681,1696,10
1697,1712,1
1749,1763,3
1764,1772,1
1773,1783,9
1786,1801,6
1802,1809,3
1810,1821,6
1829,1842,3
1843,1875,4
1876,1937,9
1938,1950,1
1951,1973,9
1981,1983,7
1984,1988,3
1997,2018,9
2019,2038,3
2043,2053,1
2054,2060,9
2065,2090,7
2091,2110,3
2111,2133,3
2134,2151,5
2152,2164,3
2212,2218,1
2219,2230,9
2232,2245,7
2246,2286,3
2287,2294,1
2295,2313,9
2314,2333,3
2334,2351,1
2355,2364,6
2365,2391,8
2398,2407,8
2412,2415,9
2416,2444,3
2445,2452,1
2453,2463,9
2471,2485,7
2486,2503,3
2534,2547,2
2549,2564,10
2565,2603,3
2604,2624,1
2653,2664,3
2625,2638,11
2665,2680,1
2681,2686,9
2687,2700,6
2705,2714,8
2715,2720,3
2721,2745,1
2746,2757,11
2767,2788,12
2789,2849,3
2850,2879,10
