0,43,10
44,152,3
169,186,3
187,204,1
205,209,9
210,216,7
218,235,5
236,257,3
318,322,3
324,335,10
340,369,1
370,386,3
387,414,1
415,436,3
437,452,2
453,463,1
464,467,9
468,471,11
473,193,12
494,513,3
553,554,2
591,604,3
605,616,1
617,621,9
622,634,7
632,650,5
651,669,3
695,701,2
750,763,2
765,776,1
777,779,11
781,796,12
797,813,5
814,831,3
857,866,3
917,942,1
943,948,9
950,971,7
972,980,3
981,991,7
998,1020,1
1023,1052,3
1053,1057,2
1058,1072,3
1073,1084,1
1085,1090,9
1091,1118,7
1100,1105,5
1119,1126,3
1127,1147,7
1148,1163,11
1179,1187,3
1244,1253,2
1254,1268,1
1269,1276,9
1278,1292,7
1293,1298,1
1299,1307,9
1309,1345,7
1346,1369,3
1370,1389,11
1391,1411,1
1412,1419,9
1420,1445,7
1446,1452,3
1453,1466,7
1467,1497,3
1521,1533,1
1534,1540,9
1542,1546,7
1558,1565,3
1566,1595,1
1597,1618,2
1619,1633,1
1634,1640,9
1641,1654,7
1655,1661,5
1662,1668,3
1672,1681,5
1712,1717,2
1718,1734,4
1735,1744,1
1771,1803,3
1804,1825,1
1826,1832,9
1833,1839,7
1844,1858,5
1859,1876,3
1898,1908,1
1909,1914,9
1915,1922,7
1923,1942,5
1943,1957,3
1985,1991,5
2043,2063,1
2093,2099,3
2100,2125,1
2128,2141,3
2142,2172,1
2173,2175,3
2202,2215,3
2256,2294,3
2358,2376,9
2377,2383,7
2439,2447,9
2447,2471,6
2472,2486,3
2500,2506,9
2507,2511,7
2513,2519,5
2523,2534,7
2570,2580,1
2581,2602,9
2603,2610,6
2611,2615,3
2633,2644,1
2645,2655,9
2656,2673,7
2677,2681,5
2682,2700,3
2723,2730,9
2814,2830,9
2832,2850,6
2851,2911,3
