0,12,3
13,66,1
67,119,3
120,171,1
172,202,4
234,243,1
262,274,2
275,295,4
479,809,8
1105,1164,1
1165,1200,4
1201,1226,1
1227,1304,3
1305,1336,1
1358,1418,4
1419,1451,1
1452,1497,3
1499,1560,6
1561,1609,1
1624,1638,6
1639,1656,3
1657,1676,6
1684,1738,3
1744,1774,1
1775,1794,7
1833,1857,6
1858,1874,4
1987,2001,6
2009,2053,1
2089,2134,4
2135,2167,1
2201,2272,4
2273,2372,1
2386,2397,2
2421,2453,5
2584,2623,6
2683,2803,1
2810,2865,3
2867,2931,4
2932,2955,1
2956,3021,3
3029,3040,3
3069,3120,1
3145,3191,4
3193,3255,3
3256,3324,1
3325,3364,3
3430,3477,3
3478,3559,1
3805,3850,7
3851,3875,4
3876,3908,4
3934,3996,1
4239,4280,5
4418,4472,3
4613,4626,7
4659,4682,6
4730,4743,6
4817,4836,4
4931,4962,5
5141,5186,3
5207,5272,1
5376,5392,4
5704,5718,9
5792,5802,4
6487,6529,1
6535,6560,4
6938,6956,6
7224,7243,3
7324,7350,4
7458,7496,6
7777,7786,4
8154,8175,6
8190,8219,9
8259,8286,5
9282,9316,2
9318,9352,4
9353,9377,2
11695,11718,6
13599,13682,7
13727,13774,7
13873,13895,6
