0,53,10
55,154,3
172,181,2
183,192,1
193,197,11
203,217,12
218,224,3
225,228,12
230,230,7
231,232,13
233,239,9
240,256,3
258,273,1
274,286,9
289,296,6
297,325,3
326,351,1
352,360,2
385,403,1
405,419,2
420,452,1
483,491,10
492,497,3
499,515,4
517,529,5
530,538,3
540,550,5
552,571,2
574,590,1
595,629,11
633,640,3
658,677,1
678,692,9
695,697,9
698,704,7
705,713,3
714,720,2
722,752,1
753,757,9
760,783,6
784,791,3
793,826,6
847,878,1
879,892,13
893,902,6
903,923,3
941,952,2
953,963,1
964,976,9
977,977,9
978,983,7
985,1001,3
1003,1015,1
1016,1018,13
1024,1026,13
1027,1033,9
1035,1047,6
1049,1083,3
1101,1112,3
1113,1134,1
1135,1136,9
1140,1152,6
1153,1204,3
1206,1221,1
1222,1226,9
1227,1228,7
1229,1239,7
1249,1251,7
1252,1252,7
1253,1263,9
1264,1280,3
1308,1311,2
1329,1343,1
1345,1346,7
1347,1354,6
1356,1369,8
1370,1406,3
1414,1422,1
1423,1431,9
1432,1439,7
1440,1447,3
1456,1469,11
1484,1513,3
1514,1535,4
1536,1541,3
1585,1607,3
1608,1619,1
1620,1628,13
1629,1629,13
1630,1637,7
1638,1659,3
1660,1670,2
1672,1687,1
1691,1697,11
1700,1713,12
1722,1727,11
1728,1781,3
1783,1809,1
1858,1871,12
1872,1883,3
1852,1857,11
1909,1920,2
1921,1944,1
1945,1951,13
1952,1952,13
1953,1969,7
1970,1977,3
1978,1983,7
1984,1984,13
1986,1994,13
1995,2021,9
2022,2072,3
2114,2129,2
2145,2165,1
2166,2175,2
2176,2191,4
2216,2223,3
2224,2240,1
2241,2245,9
2247,2269,6
2270,2292,3
2294,2306,6
2324,2342,1
2343,2377,9
2378,2401,3
2419,2444,3
2447,2459,1
2460,2467,11
2469,2482,12
2483,2490,3
2491,2498,12
2501,2503,13
2504,2512,9
2513,2525,3
2527,2536,2
2537,2555,1
2556,2558,9
2561,2567,6
2568,2592,8
2600,2617,8
2624,2637,11
2655,2661,4
2752,2772,12
2782,2785,12
2787,2798,13
2809,2816,4
2799,2808,3
2818,2848,3
2865,2894,3
2918,2926,9
2929,2942,6
2944,2951,3
2952,2975,1
2976,2992,4
2993,3002,2
3003,3030,5
3031,3036,3
3070,3091,1
3092,3100,6
3102,3123,8
3124,3161,3
3162,3181,5
